Theory	SID	TID	Binding	NLSentence	OrigSentences	Triple/RuleIDs	Triples/Rule
AttNoneg1237-theory	sent7	1771		People that are red and blue and green at the same time have a reason to be cold.	If someone is red and blue and green then they are cold.	rule4	((("someone" "is" "red" "+") ("someone" "is" "blue" "+") ("someone" "is" "green" "+")) -> ("someone" "is" "cold" "+"))
AttNoneg1237-theory	sent8	1963		If you find that someone has rough blue skin they are always kind.	If someone is rough and blue then they are kind.	rule5	((("someone" "is" "rough" "+") ("someone" "is" "blue" "+")) -> ("someone" "is" "kind" "+"))
AttNoneg1237-theory	sent9	2236		Anybody that is rough, cold and nice will be round at the same time.	If someone is rough and cold and nice then they are round.	rule6	((("someone" "is" "rough" "+") ("someone" "is" "cold" "+") ("someone" "is" "nice" "+")) -> ("someone" "is" "round" "+"))

AttNoneg1238-theory	sent1	466	Bob	Bob is sometimes cold and blue, but he can also be kind and big.	Bob is kind. Bob is cold. Bob is blue. Bob is big. 	triple1 triple2 triple3 triple4 	("Bob" "is" "kind" "+") ("Bob" "is" "cold" "+") ("Bob" "is" "blue" "+") ("Bob" "is" "big" "+") 
AttNoneg1238-theory	sent2	627	Dave	Red Dave is what folks call him, because he is quite red.	Dave is red. 	triple5 	("Dave" "is" "red" "+") 
AttNoneg1238-theory	sent3	646	Fred	Fred is blue just like his dog. Fred is rough and round enough for the dog to use him as an exercise wheel.	Fred is round. Fred is rough. Fred is blue. 	triple6 triple7 triple8 	("Fred" "is" "round" "+") ("Fred" "is" "rough" "+") ("Fred" "is" "blue" "+") 
AttNoneg1238-theory	sent4	70	Harry	Harry, a green man, was also big, but underneath he was kind.	Harry is kind. Harry is green. Harry is big. 	triple9 triple10 triple11 	("Harry" "is" "kind" "+") ("Harry" "is" "green" "+") ("Harry" "is" "big" "+") 
AttNoneg1238-theory	sent5	714		All people that are rough and cold, as well as nice will be kind if you talk to them.	If someone is nice and rough and cold then they are kind.	rule1	((("someone" "is" "nice" "+") ("someone" "is" "rough" "+") ("someone" "is" "cold" "+")) -> ("someone" "is" "kind" "+"))
AttNoneg1238-theory	sent6	985		Nice and blue people have to be big as well.	If someone is nice and blue then they are big.	rule2	((("someone" "is" "nice" "+") ("someone" "is" "blue" "+")) -> ("someone" "is" "big" "+"))
AttNoneg1238-theory	sent7	1039		Big, kind people are nice.	If someone is kind and big then they are nice.	rule3	((("someone" "is" "kind" "+") ("someone" "is" "big" "+")) -> ("someone" "is" "nice" "+"))
AttNoneg1238-theory	sent8	1078		A person who is cold but red, and big in size is young for sure.	If someone is red and big and cold then they are young.	rule4	((("someone" "is" "red" "+") ("someone" "is" "big" "+") ("someone" "is" "cold" "+")) -> ("someone" "is" "young" "+"))
AttNoneg1238-theory	sent9	1963		If you find that someone has rough blue skin they are always kind.	If someone is rough and blue then they are kind.	rule5	((("someone" "is" "rough" "+") ("someone" "is" "blue" "+")) -> ("someone" "is" "kind" "+"))
AttNoneg1238-theory	sent10	1996		Big,cold,kind people tend to be red in color to others.	If someone is kind and big and cold then they are red.	rule6	((("someone" "is" "kind" "+") ("someone" "is" "big" "+") ("someone" "is" "cold" "+")) -> ("someone" "is" "red" "+"))
AttNoneg1238-theory	sent11	2228		A young person who is both big and blue is also someone who is green.	If someone is blue and young and big then they are green.	rule7	((("someone" "is" "blue" "+") ("someone" "is" "young" "+") ("someone" "is" "big" "+")) -> ("someone" "is" "green" "+"))

AttNoneg1239-theory	sent1	504	Bob	Bob is very cold but acts in a kind way to everyone despite being totally green here when he wears his red jacket.	Bob is red. Bob is kind. Bob is green. Bob is cold. 	triple1 triple2 triple3 triple4 	("Bob" "is" "red" "+") ("Bob" "is" "kind" "+") ("Bob" "is" "green" "+") ("Bob" "is" "cold" "+") 
AttNoneg1239-theory	sent2	328	Eric	Eric wears all blue.	Eric is blue. 	triple5 	("Eric" "is" "blue" "+") 
AttNoneg1239-theory	sent3	627	Fred	Red Fred is what folks call him, because he is quite red.	Fred is red. 	triple6 	("Fred" "is" "red" "+") 
AttNoneg1239-theory	sent4	104	Harry	Harry is nice person, who was red colored due to a sunburn, was feeling rough because he is cold.	Harry is rough. Harry is red. Harry is nice. Harry is cold. 	triple7 triple8 triple9 triple10 	("Harry" "is" "rough" "+") ("Harry" "is" "red" "+") ("Harry" "is" "nice" "+") ("Harry" "is" "cold" "+") 
AttNoneg1239-theory	sent5	855		You will probably see that red, round people are nice, as well as green.	If someone is round and red and nice then they are green.	rule1	((("someone" "is" "round" "+") ("someone" "is" "red" "+") ("someone" "is" "nice" "+")) -> ("someone" "is" "green" "+"))
AttNoneg1239-theory	sent6	931		Rough people are often round.	If someone is rough then they are round.	rule2	((("someone" "is" "rough" "+")) -> ("someone" "is" "round" "+"))
AttNoneg1239-theory	sent7	1025		A quite nice person who is red and green is also big.	If someone is red and green and nice then they are big.	rule3	((("someone" "is" "red" "+") ("someone" "is" "green" "+") ("someone" "is" "nice" "+")) -> ("someone" "is" "big" "+"))
AttNoneg1239-theory	sent8	1866		Young, kind people have the trait of being cold and are also very nice to interact with.	If someone is cold and young and kind then they are nice.	rule4	((("someone" "is" "cold" "+") ("someone" "is" "young" "+") ("someone" "is" "kind" "+")) -> ("someone" "is" "nice" "+"))

AttNoneg1240-theory	sent1	184	Bob	Young, red Bob is nice.	Bob is young. Bob is red. Bob is nice. 	triple1 triple2 triple3 	("Bob" "is" "young" "+") ("Bob" "is" "red" "+") ("Bob" "is" "nice" "+") 
AttNoneg1240-theory	sent2	335	Eric	That man standing next to you with a big round body goes by the name of Eric.	Eric is round. Eric is big. 	triple4 triple5 	("Eric" "is" "round" "+") ("Eric" "is" "big" "+") 
AttNoneg1240-theory	sent3	35	Fred	Fred always goes out of his way to show that he is kind to people.	Fred is kind. 	triple6 	("Fred" "is" "kind" "+") 
AttNoneg1240-theory	sent4	274	Harry	I knew Harry was young, and rough, but he surprised me with how cold and blue he acted.	Harry is young. Harry is rough. Harry is cold. Harry is blue. 	triple7 triple8 triple9 triple10 	("Harry" "is" "young" "+") ("Harry" "is" "rough" "+") ("Harry" "is" "cold" "+") ("Harry" "is" "blue" "+") 
AttNoneg1240-theory	sent5	1458		I've noticed that someone with a round shape is also green.	If someone is round then they are green.	rule1	((("someone" "is" "round" "+")) -> ("someone" "is" "green" "+"))
AttNoneg1240-theory	sent6	1567		Most green and round people,though big are quite young.	If someone is green and round and big then they are young.	rule2	((("someone" "is" "green" "+") ("someone" "is" "round" "+") ("someone" "is" "big" "+")) -> ("someone" "is" "young" "+"))
AttNoneg1240-theory	sent7	1626		Rough young folks are surprisingly kind.	If someone is young and rough then they are kind.	rule3	((("someone" "is" "young" "+") ("someone" "is" "rough" "+")) -> ("someone" "is" "kind" "+"))
AttNoneg1240-theory	sent8	1716		People who are rough and nice and blue can be round.	If someone is rough and nice and blue then they are round.	rule4	((("someone" "is" "rough" "+") ("someone" "is" "nice" "+") ("someone" "is" "blue" "+")) -> ("someone" "is" "round" "+"))
AttNoneg1240-theory	sent9	1926		Round, young folks tend to feel blue.	If someone is round and young then they are blue.	rule5	((("someone" "is" "round" "+") ("someone" "is" "young" "+")) -> ("someone" "is" "blue" "+"))

AttNoneg1241-theory	sent1	627	Charlie	Red Charlie is what folks call him, because he is quite red.	Charlie is red. 	triple1 	("Charlie" "is" "red" "+") 
AttNoneg1241-theory	sent2	408	Dave	Young Dave is a round fellow: sometimes nice, sometimes rough.	Dave is young. Dave is round. Dave is rough. Dave is nice. 	triple2 triple3 triple4 triple5 	("Dave" "is" "young" "+") ("Dave" "is" "round" "+") ("Dave" "is" "rough" "+") ("Dave" "is" "nice" "+") 
AttNoneg1241-theory	sent3	68	Fred	Fred, like all young people, is nice.	Fred is young. Fred is nice. 	triple6 triple7 	("Fred" "is" "young" "+") ("Fred" "is" "nice" "+") 
AttNoneg1241-theory	sent4	379	Harry	Harry is a cold young man. He is prone the being blue with sadness because he is green with envy.	Harry is young. Harry is green. Harry is cold. Harry is blue. 	triple8 triple9 triple10 triple11 	("Harry" "is" "young" "+") ("Harry" "is" "green" "+") ("Harry" "is" "cold" "+") ("Harry" "is" "blue" "+") 
AttNoneg1241-theory	sent5	762		If people are nice and round, they look red.	If someone is nice and round then they are red.	rule1	((("someone" "is" "nice" "+") ("someone" "is" "round" "+")) -> ("someone" "is" "red" "+"))
AttNoneg1241-theory	sent6	785		Find someone cold and green. If they are also round, then they are sure to be nice.	If someone is cold and green and round then they are nice.	rule2	((("someone" "is" "cold" "+") ("someone" "is" "green" "+") ("someone" "is" "round" "+")) -> ("someone" "is" "nice" "+"))
AttNoneg1241-theory	sent7	1132		Blue people who are cold are always round in shape.	If someone is blue and cold then they are round.	rule3	((("someone" "is" "blue" "+") ("someone" "is" "cold" "+")) -> ("someone" "is" "round" "+"))
AttNoneg1241-theory	sent8	1218		People with big hands and red, rough skin are terribly kind.	If someone is rough and big and red then they are kind.	rule4	((("someone" "is" "rough" "+") ("someone" "is" "big" "+") ("someone" "is" "red" "+")) -> ("someone" "is" "kind" "+"))
AttNoneg1241-theory	sent9	1334		A rough, big soul is sure to be nice, too.	If someone is rough and big then they are nice.	rule5	((("someone" "is" "rough" "+") ("someone" "is" "big" "+")) -> ("someone" "is" "nice" "+"))
AttNoneg1241-theory	sent10	2120		All men who happen to be red and big, will also be blue.	If someone is red and big then they are blue.	rule6	((("someone" "is" "red" "+") ("someone" "is" "big" "+")) -> ("someone" "is" "blue" "+"))
AttNoneg1241-theory	sent11	2167		Young and nice people are ultimately cold.	If someone is young and nice then they are cold.	rule7	((("someone" "is" "young" "+") ("someone" "is" "nice" "+")) -> ("someone" "is" "cold" "+"))

AttNoneg1242-theory	sent1	309	Alan	Rough Alan can be nice and kind looking green.	Alan is rough. Alan is nice. Alan is kind. Alan is green. 	triple1 triple2 triple3 triple4 	("Alan" "is" "rough" "+") ("Alan" "is" "nice" "+") ("Alan" "is" "kind" "+") ("Alan" "is" "green" "+") 
AttNoneg1242-theory	sent2	314	Bob	My friend Bob is very young. People say he is nice for having a round shape.	Bob is young. Bob is round. Bob is nice. 	triple5 triple6 triple7 	("Bob" "is" "young" "+") ("Bob" "is" "round" "+") ("Bob" "is" "nice" "+") 
AttNoneg1242-theory	sent3	638	Fred	Even though he's a big dude, Fred is cold.	Fred is cold. Fred is big. 	triple8 triple9 	("Fred" "is" "cold" "+") ("Fred" "is" "big" "+") 
AttNoneg1242-theory	sent4	833		You'll always find a young, kind and red person to be a cold person, too.	If someone is kind and young and red then they are cold.	rule1	((("someone" "is" "kind" "+") ("someone" "is" "young" "+") ("someone" "is" "red" "+")) -> ("someone" "is" "cold" "+"))
AttNoneg1242-theory	sent5	835		If the description of nice and green applies to somebody, the description of young will, too.	If someone is green and nice then they are young.	rule2	((("someone" "is" "green" "+") ("someone" "is" "nice" "+")) -> ("someone" "is" "young" "+"))
AttNoneg1242-theory	sent6	861		Nice and kind people tend to live green lifestyle and arent very rough.	If someone is nice and kind and green then they are rough.	rule3	((("someone" "is" "nice" "+") ("someone" "is" "kind" "+") ("someone" "is" "green" "+")) -> ("someone" "is" "rough" "+"))
AttNoneg1242-theory	sent7	1161		Young and rough green people, have no choice but to be red.	If someone is young and rough and green then they are red.	rule4	((("someone" "is" "young" "+") ("someone" "is" "rough" "+") ("someone" "is" "green" "+")) -> ("someone" "is" "red" "+"))
AttNoneg1242-theory	sent8	2089		Nice people who are big in stature often look rough.	If someone is nice and big then they are rough.	rule5	((("someone" "is" "nice" "+") ("someone" "is" "big" "+")) -> ("someone" "is" "rough" "+"))
AttNoneg1242-theory	sent9	2152		People who are considered rough, blue, and nice, are also green.	If someone is rough and blue and nice then they are green.	rule6	((("someone" "is" "rough" "+") ("someone" "is" "blue" "+") ("someone" "is" "nice" "+")) -> ("someone" "is" "green" "+"))

AttNoneg1243-theory	sent1	394	Alan	Alan is a man who is both round and rough.	Alan is round. Alan is rough. 	triple1 triple2 	("Alan" "is" "round" "+") ("Alan" "is" "rough" "+") 
AttNoneg1243-theory	sent2	335	Charlie	That man standing next to you with a big round body goes by the name of Charlie.	Charlie is round. Charlie is big. 	triple3 triple4 	("Charlie" "is" "round" "+") ("Charlie" "is" "big" "+") 
AttNoneg1243-theory	sent3	417	Dave	Dave ate some rotten meat and now feels green.	Dave is green. 	triple5 	("Dave" "is" "green" "+") 
AttNoneg1243-theory	sent4	206	Gary	You can see Gary walking down the street because he is big and round.  He's actually a kind guy even though he's rough around the edges.  He also has a red, ruddy complexion.	Gary is round. Gary is rough. Gary is red. Gary is kind. Gary is big. 	triple6 triple7 triple8 triple9 triple10 	("Gary" "is" "round" "+") ("Gary" "is" "rough" "+") ("Gary" "is" "red" "+") ("Gary" "is" "kind" "+") ("Gary" "is" "big" "+") 
AttNoneg1243-theory	sent5	785		Find someone cold and green. If they are also round, then they are sure to be nice.	If someone is cold and green and round then they are nice.	rule1	((("someone" "is" "cold" "+") ("someone" "is" "green" "+") ("someone" "is" "round" "+")) -> ("someone" "is" "nice" "+"))
AttNoneg1243-theory	sent6	809		People who are nice but a rough around the edges and turn red in the fun feel sad and blue.	If someone is rough and nice and red then they are blue.	rule2	((("someone" "is" "rough" "+") ("someone" "is" "nice" "+") ("someone" "is" "red" "+")) -> ("someone" "is" "blue" "+"))
AttNoneg1243-theory	sent7	1338		Anybody that is big is also someone who is going to be blue.	If someone is big then they are blue.	rule3	((("someone" "is" "big" "+")) -> ("someone" "is" "blue" "+"))
AttNoneg1243-theory	sent8	1433		Rough folks with green and red coloration tend to feel cold no matter what.	If someone is rough and green and red then they are cold.	rule4	((("someone" "is" "rough" "+") ("someone" "is" "green" "+") ("someone" "is" "red" "+")) -> ("someone" "is" "cold" "+"))
AttNoneg1243-theory	sent9	1734		Anyone with red and blue coloration also has green coloration.	If someone is red and blue then they are green.	rule5	((("someone" "is" "red" "+") ("someone" "is" "blue" "+")) -> ("someone" "is" "green" "+"))
